poi_name,category,source_keyword,address,distance,lat,lng,telephone,pet_friendly_status,confidence_level,evidence_source,evidence_text,suitable_pet_size,space_type,crowd_level,pet_stress_level,risk_note,transaction_action,route_role
ise(新百店),购物;商铺,新街口 商业街,中山南路1号2F,889,32.047008,118.790937,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
柚丁(新街口商业步行区中央商场店),购物;商铺,新街口 商业街,江苏省南京市秦淮区中山南路79号中央商场F5,850,32.044827,118.79222,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
玄武湖景区,旅游景点;其他,玄武湖 公园,南京市玄武区玄武巷1号,4392,32.076613,118.805436,"(025)58869797,(025)83614286",待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖公园,交通设施;公交车站,玄武湖 公园,1路;25路;28路;30路;33路;35路;74路;Y1路夜间;Y2路夜间,4225,32.07911,118.790501,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖景区-情侣园,旅游景点;公园,玄武湖 公园,江苏省南京市玄武区龙蟠路100号,4922,32.076765,118.815677,(025)83614286,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
白马公园,旅游景点;公园,玄武湖 公园,江苏省南京市玄武区白马山庄1号,4633,32.066769,118.823191,(025)85408062,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
麦当劳(玄武湖公园店),美食;小吃快餐店,玄武湖 公园,玄武巷1号玄武湖公园内,4585,32.080616,118.79951,4009200205,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京城墙台城景区,旅游景点,玄武湖 公园,解放门8号,3795,32.067517,118.810163,(025)83217200,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖景区-玄武门,出入口;门,玄武湖 公园,江苏省南京市玄武区玄武巷,4036,32.076841,118.793883,(025)58869797,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武广场,休闲娱乐;休闲广场,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园内梁洲,4869,32.083327,118.799414,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖景区情侣园-花卉园,旅游景点;植物园,玄武湖 公园,南京市玄武区环湖路89号,4894,32.075746,118.816728,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖公园公共厕所,生活服务;公共厕所,玄武湖 公园,环湖路玄武湖景区内,4325,32.076363,118.804459,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖公园-公共厕所,生活服务;公共厕所,玄武湖 公园,南京市玄武区玄武湖公园,4387,32.079013,118.798545,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖景区-观光车售票处,生活服务;售票处,玄武湖 公园,玄武巷1号(近洞庭路)玄武湖公园内(西侧),4016,32.076553,118.794375,(025)83615961,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖公园-公共厕所,生活服务;公共厕所,玄武湖 公园,南京市玄武区环湖路玄武湖公园解放门东北侧约70米,3573,32.068938,118.803841,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
钟毓桥,旅游景点,玄武湖 公园,南京市玄武区玄武巷1号玄武湖,4633,32.073224,118.815977,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
阳光码头,交通设施;港口,玄武湖 公园,南京市玄武区龙蟠路100号(近玄武湖公园)玄武湖公园情侣园内,4632,32.071961,118.817628,(025)83614286,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
樱洲,旅游景点,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园内,4355,32.078208,118.800215,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖景区-观光车售票处,生活服务;售票处,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园内,3584,32.068956,118.80402,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖探险乐园-检票处-出入口,出入口,玄武湖 公园,南京市玄武区龙蟠路情侣园2号门玄武湖探险乐园,4984,32.078347,118.814222,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
郑和公园,旅游景点;公园,玄武湖 公园,江苏省南京市秦淮区长太平巷35号,1635,32.03775,118.800876,(025)84419742,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖公园公共厕所,生活服务;公共厕所,玄武湖 公园,玄武湖公园环洲内,4105,32.075926,118.799833,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖景区-游船售票处,生活服务;售票处,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园游船旁,3957,32.075952,118.794619,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖公园宿舍,房地产;宿舍,玄武湖 公园,南京市玄武区北西家大塘36-38号,3480,32.07137,118.795135,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖明梅,旅游景点,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园内梁洲,4927,32.083534,118.800646,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖景区游船码头-售票处,生活服务;售票处,玄武湖 公园,南京市玄武区玄武巷1号玄武湖景区游船码头,4795,32.083887,118.793475,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖公园-礓察古道,旅游景点,玄武湖 公园,南京市玄武区解放门8号明城墙台城景区内,3507,32.068608,118.80314,(025)83614286,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
白马公园-南门,出入口;门,玄武湖 公园,南京市玄武区白马山庄1号,4346,32.065012,118.820946,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖公园宿舍-宿舍西北门,出入口;门,玄武湖 公园,南京市玄武区北西家大塘36号-38号,3484,32.071472,118.794884,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖景区-明月亭,旅游景点,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园内,3698,32.073153,118.796154,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖公园-双耳炮,旅游景点,玄武湖 公园,南京市玄武区解放门8号明城墙台城景区内,3507,32.068387,118.803553,(025)83614286,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖公园情侣园-游船售票处,生活服务;售票处,玄武湖 公园,南京市玄武区龙蟠路100号玄武湖公园情侣园内,4901,32.077234,118.814557,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
玄武湖公园-解放门-接送点,交通设施;接送点,玄武湖 公园,南京市玄武区玄武湖公园-解放门附近,3512,32.068693,118.803067,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
提莫电竞酒店(南京玄武湖公园鼓楼吾悦广场店),酒店;其他,玄武湖 公园,狮子桥18号傣妹火锅4楼,3625,32.074101,118.78446,18913858989,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
慢生活(玄武湖公园店),美食;咖啡厅,玄武湖 公园,环湖路玄武湖公园-情侣园,4843,32.074831,118.817183,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
晨町酒店(南京玄武湖公园店),酒店,玄武湖 公园,中央路70号1幢6楼,3637,32.07369,118.790968,(025)58006568,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京大牌档(玄武湖金茂览秀城店),美食;中餐厅,玄武湖 公园,中央路201号金茂览秀城广场7楼（玄武湖景区玄武门地铁站2号口）,4229,32.079249,118.789614,(025)83585777,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
公厕,生活服务;公共厕所,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园内,4905,32.083705,118.799249,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
星战酒店(南京玄武湖公园湖南路店),酒店,玄武湖 公园,湖南路18号苏宁环球购物中心7楼,3778,32.075481,118.784677,17372791131,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
观光车玄武门站,交通设施,玄武湖 公园,南京市玄武区玄武巷1号玄武湖公园内,4019,32.076581,118.794386,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
玄武湖龙舟运动基地接待处,生活服务,玄武湖 公园,南京市玄武区环湖路玄武湖公园龙舟运动基地,4581,32.071764,118.817096,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖公园,旅游景点;其他,莫愁湖 公园,南京市建邺区水西门大街132号,1477,32.041142,118.76843,"(025)86613724,(025)86661790",待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖公园-北门,出入口;门,莫愁湖 公园,水西门大街莫愁湖公园地铁站1号出口,1751,32.04367,118.7657,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖,交通设施;地铁站,莫愁湖 公园,地铁2号线;地铁7号线,1724,32.043175,118.765911,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖公园西门,交通设施;公交车站,莫愁湖 公园,20路;20路高峰区间;20路区间;78路;109路;186路;511路;D9路,1898,32.041943,118.763962,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖公园南门,交通设施;公交车站,莫愁湖 公园,7路;13路;19路;37路;41路;48路;134路;134路高峰区间;160路;166路;204路;306路;D9路;Y13路夜间;Y7路夜间,1445,32.037369,118.769563,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖公园-东门,出入口;门,莫愁湖 公园,水西门大街132号南京莫愁湖景区,1373,32.045684,118.770388,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖公园-西侧地上停车场,交通设施;停车场,莫愁湖 公园,莫愁湖西路莫愁湖公园北门,1879,32.041512,118.764164,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京莫愁湖景区-售票处,生活服务;售票处,莫愁湖 公园,汉中门大街35号,1765,32.043614,118.765539,(025)86661790,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖地铁站-2口,出入口;其他,莫愁湖 公园,,1848,32.042741,118.764547,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖地铁站-1口,出入口;其他,莫愁湖 公园,,1751,32.04398,118.765748,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
南京莫愁湖景区-售票处,生活服务;售票处,莫愁湖 公园,水西门大街132号莫愁湖公园内,1427,32.0376,118.769671,(025)86613724,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖公园-南1门,出入口;门,莫愁湖 公园,江苏省南京市建邺区水西门大街182号附近,1559,32.037818,118.768136,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖地铁站-5口,出入口;其他,莫愁湖 公园,,1695,32.044113,118.766381,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖公园书画馆,文化传媒;美术馆,莫愁湖 公园,江苏省南京市建邺区水西门大街132号,1564,32.0433,118.767642,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
公共厕所(莫愁湖公园),生活服务;公共厕所,莫愁湖 公园,江苏省南京市建邺区莫愁湖西路6号,1822,32.041886,118.764766,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京市莫愁湖管理处,政府机构;行政单位,莫愁湖 公园,南京市建邺区莫愁湖西路莫愁湖公园,1921,32.040859,118.763729,(025)86651047,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖公园-湖心亭,旅游景点,莫愁湖 公园,南京市建邺区水西门大街132号莫愁湖公园,1336,32.042792,118.770007,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京莫愁湖景区-游客中心,生活服务;其他,莫愁湖 公园,水西门大街132号南京莫愁湖景区,1427,32.037599,118.769668,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖公园-公共厕所,生活服务;公共厕所,莫愁湖 公园,水西门242号,1851,32.039322,118.76463,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
诺阁雅酒店(南京水西门大街莫愁湖公园店),酒店,莫愁湖 公园,水西门大街79号,1285,32.036647,118.771722,(025)86636333,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
公厕,生活服务;公共厕所,莫愁湖 公园,莫愁湖公园景区内,1328,32.039316,118.77024,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁湖公园-三道桥码头,交通设施;港口,莫愁湖 公园,南京市建邺区水西门大街132号莫愁湖公园内,1525,32.039488,118.768088,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖公园-母婴室,生活服务;其他,莫愁湖 公园,江苏省南京市建邺区水西门大街132号莫愁湖景区南门游客中心内,1417,32.037646,118.769762,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
莫愁湖游船售票处,生活服务;售票处,莫愁湖 公园,南京市建邺区水西门大街莫愁湖公园,1525,32.039176,118.768154,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
慵舍·融合菜(莫愁湖店),美食;中餐厅,莫愁湖 公园,汉中门大街莫愁湖地铁站1号口旁,1781,32.043458,118.765336,(025)86668050,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
南京莫愁湖景区-电话亭,生活服务,莫愁湖 公园,水西门大街132号南京莫愁湖景区,1689,32.039835,118.766283,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
南京莫愁湖景区-自动售卖机,购物;商铺,莫愁湖 公园,水西门大街132号南京莫愁湖景区,1482,32.039222,118.768605,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
AED(南京莫愁湖景区),医疗;医疗器械,莫愁湖 公园,水西门大街132号南京莫愁湖景区,1411,32.037758,118.769785,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁东寓小区-30号楼,房地产;内部楼栋,莫愁湖 公园,江苏省南京市建邺区莫愁湖东路108巷小区(莫愁湖公园东),984,32.040876,118.773684,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁东寓小区-3栋,房地产;内部楼栋,莫愁湖 公园,江苏省南京市建邺区凤台路莫愁东寓小区(莫愁湖公园东),992,32.038698,118.774105,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
鱼满楼·金陵手作菜(水西门大街店),美食;中餐厅,莫愁湖 公园,水西门大街99号莫愁湖公园南门正对面,1457,32.037048,118.769557,(025)66927999,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
公厕,生活服务;公共厕所,莫愁湖 公园,水西门大街94号,1404,32.037994,118.769779,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
莫愁东寓小区-36号楼,房地产;内部楼栋,莫愁湖 公园,江苏省南京市建邺区莫愁湖东路108巷小区(莫愁湖公园东),1020,32.040968,118.773289,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
公厕,生活服务;公共厕所,莫愁湖 公园,水西门242号,1851,32.039325,118.76463,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
